manufacturer,item,category,csi_spec_section,description,mounting_type,cost,labor_per,currency,unit_of_measure
Construction Specialties,CS-SSM-25MA,Corner Guard,10 26 00,Construction Specialties Corner Guard SSM-25MA. Mounting Snap-On. Candidate model token from detail/CAD page https://www.c-sgroup.com/product/corner-guards/ssm-20ssm-25. Verify before CM_Deploy create. | https://www.c-sgroup.com/product/corner-guards/ssm-20ssm-25,Snap-On,,,USD,EA
Construction Specialties,CS-SSM-25MN,Corner Guard,10 26 00,Construction Specialties SSM Series Corner Guard SSM-25MN. Mounting Snap-On | https://www.c-sgroup.com/product/corner-guards/ssm-20ssm-25,Snap-On,,,USD,EA
Construction Specialties,CS-SSM-25N,Corner Guard,10 26 00,Construction Specialties SSM Series Corner Guard SSM-25N. Mounting Snap-On | https://www.c-sgroup.com/product/corner-guards/ssm-20ssm-25,Snap-On,,,USD,EA
Construction Specialties,CS-ACO-8,Corner Guard,10 26 00,Construction Specialties Stainless Steel Corner Guard ACO-8. buyOnline available; Model page from CS product family API. Prefer gap-check CM_Deploy before duplicating. | https://www.c-sgroup.com/product/corner-guards/aco-8,,,,USD,EA
Construction Specialties,CS-ACO-8M,Corner Guard,10 26 00,Construction Specialties Stainless Steel Corner Guard ACO-8M. Odd-angle variant,,,,USD,EA
Construction Specialties,CS-ASCO-8,Corner Guard,10 26 00,Construction Specialties Stainless Steel Corner Guard ASCO-8. Related to SCO-8; Model page from CS product family API. Prefer gap-check CM_Deploy before duplicating. | https://www.c-sgroup.com/product/corner-guards/sco-8,,,,USD,EA
Construction Specialties,CS-ASCO-8M,Corner Guard,10 26 00,Stainless Corner Guards Corner Guard ASCO-8M. Mounting Surface-Mounted. ASCO-8 odd-angle / end-wall. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply).,Surface-Mounted,,,USD,EA
Construction Specialties,CS-CO-8,Corner Guard,10 26 00,Construction Specialties Stainless Steel Corner Guard CO-8. Mounting Surface-Mounted. Related to SCO-8 family; 16ga surface mount; Model page from CS product family API. Prefer gap-check CM_Deploy before duplicating. | https://www.c-sgroup.com/product/corner-guards/sco-8,Surface-Mounted,,,USD,EA
Construction Specialties,CS-CO-8M,Corner Guard,10 26 00,Construction Specialties Stainless Steel Corner Guard CO-8M. Odd-angle variant,,,,USD,EA
Construction Specialties,CS-SCO-8,Corner Guard,10 26 00,Construction Specialties Stainless Steel Corner Guard SCO-8. 3-1/2in legs; type 304 #4 satin; Model page from CS product family API. Prefer gap-check CM_Deploy before duplicating. | https://www.c-sgroup.com/product/corner-guards/sco-8,,,,USD,EA
Construction Specialties,CS-SCO-8M,Corner Guard,10 26 00,Stainless Corner Guards Corner Guard SCO-8M. Mounting Surface-Mounted. SCO-8 odd-angle / end-wall. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/corner-guards/sco-8,Surface-Mounted,,,USD,EA
Construction Specialties,CS-TFC,Corner Guard,10 26 00,Construction Specialties Acrovyn Corner Guard TFC. CS Corner Guards listing / Jan 2026 product guide | https://www.c-sgroup.com/product/corner-guards/tfctfch,,,,USD,EA
Construction Specialties,CS-TFCH,Corner Guard,10 26 00,Construction Specialties Acrovyn Corner Guard TFCH. CS Corner Guards listing / Jan 2026 product guide | https://www.c-sgroup.com/product/corner-guards/tfctfch,,,,USD,EA
Construction Specialties,CS-VA-034,Corner Guard,10 26 00,Construction Specialties Acrovyn Corner Guard VA-034. Mounting Adhesive. CS Corner Guards listing / Jan 2026 product guide | https://www.c-sgroup.com/product/corner-guards/va-series,Adhesive,,,USD,EA
Construction Specialties,CS-VA-034N,Corner Guard,10 26 00,Construction Specialties VA Series Corner Guard VA-034N. Mounting Adhesive. Adhesive mount; no retainer | https://www.c-sgroup.com/product/corner-guards/va-series,Adhesive,,,USD,EA
Construction Specialties,CS-VA-20,Corner Guard,10 26 00,Construction Specialties VA20 Corner Guard (VA-20). Mounting Adhesive. 4ft/8ft textured vinyl corner guard; store listing model | https://www.thecornerguardstore.com/brands/csgroup.html?page=1,Adhesive,,,USD,EA
Construction Specialties,CS-VA-200,Corner Guard,10 26 00,Construction Specialties VA Series Corner Guard VA-200. Mounting Adhesive. 1.5in leg mentioned in configurator | https://www.c-sgroup.com/product/corner-guards/va-series,Adhesive,,,USD,EA
Construction Specialties,CS-VA-200MN,Corner Guard,10 26 00,Construction Specialties VA Series Corner Guard VA-200MN. Mounting Adhesive | https://www.c-sgroup.com/product/corner-guards/va-series,Adhesive,,,USD,EA
Construction Specialties,CS-VA-200N,Corner Guard,10 26 00,Construction Specialties VA Series Corner Guard VA-200N. Mounting Adhesive | https://www.c-sgroup.com/product/corner-guards/va-series,Adhesive,,,USD,EA
Construction Specialties,CS-VA-25,Corner Guard,10 26 00,Construction Specialties VA25 Corner Guard (VA-25). Mounting Adhesive. 8ft textured vinyl corner guard; store listing model | https://www.thecornerguardstore.com/brands/csgroup.html?page=1,Adhesive,,,USD,EA
Construction Specialties,CS-VA-250,Corner Guard,10 26 00,Construction Specialties Acrovyn Corner Guard VA-250. Mounting Adhesive. CS Corner Guards listing / Jan 2026 product guide | https://www.c-sgroup.com/product/corner-guards/va-series,Adhesive,,,USD,EA
Construction Specialties,CS-VA-250MN,Corner Guard,10 26 00,Construction Specialties VA Series Corner Guard VA-250MN. Mounting Adhesive | https://www.c-sgroup.com/product/corner-guards/va-series,Adhesive,,,USD,EA
Construction Specialties,CS-VA-250N,Corner Guard,10 26 00,Construction Specialties VA Series Corner Guard VA-250N. Mounting Adhesive | https://www.c-sgroup.com/product/corner-guards/va-series,Adhesive,,,USD,EA
Construction Specialties,CS-16SSV,Crash Rail,10 26 00,"Construction Specialties Crash Rail 16SSV. Mounting Surface-Mounted. split from combined listing ""SCR-16SSP/16SSV"" | https://www.c-sgroup.com/product/crash-rails/scr-16ssp-16ssv",Surface-Mounted,,,USD,EA
Construction Specialties,CS-200A,Crash Rail,10 26 00,"Construction Specialties Crash Rail 200A. split from combined listing ""BL-100A/200A"" | https://www.c-sgroup.com/product/crash-rails/bl-100a200a",,,,USD,EA
Construction Specialties,CS-6SF,Crash Rail,10 26 00,"Construction Specialties Crash Rail 6SF. Mounting Extended. split from combined listing ""ECR-6S/6SF"" | https://www.c-sgroup.com/product/crash-rails/ecr-6s6sf",Extended,,,USD,EA
Construction Specialties,CS-ECR,Crash Rail,10 26 00,Construction Specialties Crash Rail ECR. Mounting Extended. Candidate model token from detail/CAD page https://www.c-sgroup.com/product/crash-rails/ecr-60s-series. Verify before CM_Deploy create. | https://www.c-sgroup.com/product/crash-rails/ecr-60s-series,Extended,,,USD,EA
Construction Specialties,CS-BCR-40,Crash Rail,10 26 00,"Construction Specialties Acrovyn Crash Rail BCR-40. Profile height 4"". Mounting Surface-Mounted. Bumper mount; Split from combined title ""SCR-40 / BCR-40 / ECR-40"". | https://www.c-sgroup.com/product/crash-rails/scrbcr-ecr-40",Surface-Mounted,,,USD,EA
Construction Specialties,CS-BCR-40M,Crash Rail,10 26 00,"BCR Crash Rails BCR-40M. Profile height 4"". Mounting Bumper-Mounted. BCR-40 modified. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/crash-rails/scrbcr-ecr-40",Bumper-Mounted,,,USD,EA
Construction Specialties,CS-BCR-48,Crash Rail,10 26 00,"Construction Specialties Acrovyn Crash Rail BCR-48. Profile height 6"". Mounting Surface-Mounted. Bumper mount; Split from combined title ""SCR-48 / BCR-48 / ECR-48"". | https://www.c-sgroup.com/product/crash-rails/scrbcr-ecr-48",Surface-Mounted,,,USD,EA
Construction Specialties,CS-BCR-48M,Crash Rail,10 26 00,"BCR Crash Rails BCR-48M. Profile height 6"". Mounting Bumper-Mounted. BCR-48 modified. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/crash-rails/scrbcr-ecr-48",Bumper-Mounted,,,USD,EA
Construction Specialties,CS-BCR-50,Crash Rail,10 26 00,"Construction Specialties Crash Rail BCR-50. Mounting Surface-Mounted. split from combined listing ""SCR/BCR-50""; Split from combined title ""SCR-50 / BCR-50"". | https://www.c-sgroup.com/product/crash-rails/scrbcr-50",Surface-Mounted,,,USD,EA
Construction Specialties,CS-BCR-64,Crash Rail,10 26 00,"Construction Specialties Acrovyn Crash Rail BCR-64. Profile height 8"". Mounting Surface-Mounted. Bumper mount; Split from combined title ""SCR-64 / BCR-64 / ECR-64"". | https://www.c-sgroup.com/product/crash-rails/scrbcr-ecr-64",Surface-Mounted,,,USD,EA
Construction Specialties,CS-BCR-64M,Crash Rail,10 26 00,"BCR Crash Rails BCR-64M. Profile height 8"". Mounting Bumper-Mounted. BCR-64 modified. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/crash-rails/scrbcr-ecr-64",Bumper-Mounted,,,USD,EA
Construction Specialties,CS-BCR-80,Crash Rail,10 26 00,"Construction Specialties Crash Rail BCR-80. Mounting Surface-Mounted. split from combined listing ""SCR-80 / BCR-80""; Split from combined title ""SCR-80 / BCR-80"". | https://www.c-sgroup.com/product/crash-rails/scrbcr-80",Surface-Mounted,,,USD,EA
Construction Specialties,CS-BCR-80M,Crash Rail,10 26 00,"BCR Crash Rails BCR-80M. Profile height 8"". Mounting Bumper-Mounted. BCR-80 modified. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/crash-rails/scrbcr-80",Bumper-Mounted,,,USD,EA
Construction Specialties,CS-BL-100A,Crash Rail,10 26 00,"Construction Specialties Crash Rail BL-100A. split from combined listing ""BL-100A/200A""; Split from combined title ""BL-100A / BL-200A"". | https://www.c-sgroup.com/product/crash-rails/bl-100a200a",,,,USD,EA
Construction Specialties,CS-BL-200A,Crash Rail,10 26 00,"Construction Specialties Crash Rail BL-200A. Split from combined title ""BL-100A / BL-200A"". | https://www.c-sgroup.com/product/crash-rails/bl-100a200a",,,,USD,EA
Construction Specialties,CS-ECR-20S,Crash Rail,10 26 00,Construction Specialties Crash Rail ECR-20S. Mounting Extended. model page from c-sgroup product family/sitemap; Model page from CS product family API. Prefer gap-check CM_Deploy before duplicating. ; Candidate model token from detail/CAD page https://www.c-sgroup.com/product/crash-rails/ecr-60s-series. Verify before CM_Deploy create. | https://www.c-sgroup.com/product/crash-rails/ecr-20s,Extended,,,USD,EA
Construction Specialties,CS-ECR-32A,Crash Rail,10 26 00,Construction Specialties Crash Rail ECR-32A. Mounting Extended. Candidate model token from detail/CAD page https://www.c-sgroup.com/product/crash-rails/ecr-60s-series. Verify before CM_Deploy create. | https://www.c-sgroup.com/product/crash-rails/ecr-60s-series,Extended,,,USD,EA
Construction Specialties,CS-ECR-32S,Crash Rail,10 26 00,Construction Specialties Crash Rail ECR-32S. Mounting Extended. Candidate model token from detail/CAD page https://www.c-sgroup.com/product/crash-rails/ecr-60s-series. Verify before CM_Deploy create. | https://www.c-sgroup.com/product/crash-rails/ecr-60s-series,Extended,,,USD,EA
Construction Specialties,CS-ECR-40,Crash Rail,10 26 00,"Construction Specialties Acrovyn Crash Rail ECR-40. Profile height 4"". Mounting Surface-Mounted. Extended mount; Split from combined title ""SCR-40 / BCR-40 / ECR-40"". | https://www.c-sgroup.com/product/crash-rails/scrbcr-ecr-40",Surface-Mounted,,,USD,EA
Construction Specialties,CS-ECR-40M,Crash Rail,10 26 00,"ECR Crash Rails ECR-40M. Profile height 4"". Mounting Extended. ECR-40 modified. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/crash-rails/scrbcr-ecr-40",Extended,,,USD,EA
Construction Specialties,CS-ECR-48,Crash Rail,10 26 00,"Construction Specialties Acrovyn Crash Rail ECR-48. Profile height 6"". Mounting Surface-Mounted. Extended mount; Split from combined title ""SCR-48 / BCR-48 / ECR-48"". | https://www.c-sgroup.com/product/crash-rails/scrbcr-ecr-48",Surface-Mounted,,,USD,EA
Construction Specialties,CS-ECR-48M,Crash Rail,10 26 00,"ECR Crash Rails ECR-48M. Profile height 6"". Mounting Extended. ECR-48 modified. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/crash-rails/scrbcr-ecr-48",Extended,,,USD,EA
Construction Specialties,CS-ECR-60A,Crash Rail,10 26 00,Construction Specialties Crash Rail ECR-60A. Mounting Extended. Candidate model token from detail/CAD page https://www.c-sgroup.com/product/crash-rails/ecr-60s-series. Verify before CM_Deploy create. | https://www.c-sgroup.com/product/crash-rails/ecr-60s-series,Extended,,,USD,EA
Construction Specialties,CS-ECR-60S,Crash Rail,10 26 00,Construction Specialties Crash Rail ECR-60S. Mounting Extended. Candidate model token from detail/CAD page https://www.c-sgroup.com/product/crash-rails/ecr-60s-series. Verify before CM_Deploy create. | https://www.c-sgroup.com/product/crash-rails/ecr-60s-series,Extended,,,USD,EA
Construction Specialties,CS-ECR-64,Crash Rail,10 26 00,"Construction Specialties Acrovyn Crash Rail ECR-64. Profile height 8"". Mounting Surface-Mounted. Extended mount; Split from combined title ""SCR-64 / BCR-64 / ECR-64"". | https://www.c-sgroup.com/product/crash-rails/scrbcr-ecr-64",Surface-Mounted,,,USD,EA
Construction Specialties,CS-ECR-64M,Crash Rail,10 26 00,"ECR Crash Rails ECR-64M. Profile height 8"". Mounting Extended. ECR-64 modified. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/crash-rails/scrbcr-ecr-64",Extended,,,USD,EA
Construction Specialties,CS-ECR-6S,Crash Rail,10 26 00,"Construction Specialties Crash Rail ECR-6S. Mounting Extended. split from combined listing ""ECR-6S/6SF""; Split from combined title ""ECR-6S / ECR-6SF"". | https://www.c-sgroup.com/product/crash-rails/ecr-6s6sf",Extended,,,USD,EA
Construction Specialties,CS-ECR-6SF,Crash Rail,10 26 00,"Construction Specialties Crash Rail ECR-6SF. Mounting Extended. Split from combined title ""ECR-6S / ECR-6SF"". | https://www.c-sgroup.com/product/crash-rails/ecr-6s6sf",Extended,,,USD,EA
Construction Specialties,CS-ECR-6SFP,Crash Rail,10 26 00,Construction Specialties Crash Rail ECR-6SFP. Mounting Extended. Extracted from product/CAD page; verify before CM_Deploy create (gap vs existing). | https://www.c-sgroup.com/product/crash-rails/ecr-6s6sf,Extended,,,USD,EA
Construction Specialties,CS-ECR-6SP,Crash Rail,10 26 00,Construction Specialties Crash Rail ECR-6SP. Mounting Extended. Extracted from product/CAD page; verify before CM_Deploy create (gap vs existing). | https://www.c-sgroup.com/product/crash-rails/ecr-6s6sf,Extended,,,USD,EA
Construction Specialties,CS-FR-125,Crash Rail,10 26 00,Construction Specialties Crash Rail FR-125. model page from c-sgroup product family/sitemap; Model page from CS product family API. Prefer gap-check CM_Deploy before duplicating. | https://www.c-sgroup.com/product/crash-rails/fr-125,,,,USD,EA
Construction Specialties,CS-FR-225,Crash Rail,10 26 00,Construction Specialties Crash Rail FR-225. model page from c-sgroup product family/sitemap; Model page from CS product family API. Prefer gap-check CM_Deploy before duplicating. | https://www.c-sgroup.com/product/crash-rails/fr-225,,,,USD,EA
Construction Specialties,CS-FR-270,Crash Rail,10 26 00,Construction Specialties Crash Rail FR-270. model page from c-sgroup product family/sitemap; Model page from CS product family API. Prefer gap-check CM_Deploy before duplicating. | https://www.c-sgroup.com/product/crash-rails/fr-270,,,,USD,EA
Construction Specialties,CS-HB-100D,Crash Rail,10 26 00,Construction Specialties Crash Rail HB-100D. model page from c-sgroup product family/sitemap; Model page from CS product family API. Prefer gap-check CM_Deploy before duplicating. | https://www.c-sgroup.com/product/crash-rails/hb-100d,,,,USD,EA
Construction Specialties,CS-HB-200W30,Crash Rail,10 26 00,Construction Specialties Crash Rail HB-200W30. Mounting Extended. model page from c-sgroup product family/sitemap; Model page from CS product family API. Prefer gap-check CM_Deploy before duplicating. ; Candidate model token from detail/CAD page https://www.c-sgroup.com/product/crash-rails/ecr-60s-series. Verify before CM_Deploy create. | https://www.c-sgroup.com/product/crash-rails/hb-200w30,Extended,,,USD,EA
Construction Specialties,CS-HB-200W50,Crash Rail,10 26 00,Construction Specialties Crash Rail HB-200W50. model page from c-sgroup product family/sitemap; Model page from CS product family API. Prefer gap-check CM_Deploy before duplicating. | https://www.c-sgroup.com/product/crash-rails/hb-200w50,,,,USD,EA
Construction Specialties,CS-HB-60B,Crash Rail,10 26 00,Construction Specialties Crash Rail HB-60B. model page from c-sgroup product family/sitemap; Model page from CS product family API. Prefer gap-check CM_Deploy before duplicating. | https://www.c-sgroup.com/product/crash-rails/hb-60b,,,,USD,EA
Construction Specialties,CS-HB-75D,Crash Rail,10 26 00,Construction Specialties Crash Rail HB-75D. model page from c-sgroup product family/sitemap; Model page from CS product family API. Prefer gap-check CM_Deploy before duplicating. | https://www.c-sgroup.com/product/crash-rails/hb-75d,,,,USD,EA
Construction Specialties,CS-SCR-16SSP,Crash Rail,10 26 00,"Construction Specialties Crash Rail SCR-16SSP. Mounting Surface-Mounted. split from combined listing ""SCR-16SSP/16SSV"" | https://www.c-sgroup.com/product/crash-rails/scr-16ssp-16ssv",Surface-Mounted,,,USD,EA
Construction Specialties,CS-SCR-16SSV,Crash Rail,10 26 00,Construction Specialties Crash Rail SCR-16SSV. Mounting Surface-Mounted. Extracted from product/CAD page; verify before CM_Deploy create (gap vs existing). | https://www.c-sgroup.com/product/crash-rails/scr-16ssp-16ssv,Surface-Mounted,,,USD,EA
Construction Specialties,CS-SCR-40,Crash Rail,10 26 00,"Construction Specialties Acrovyn Crash Rail SCR-40. Profile height 4"". Mounting Surface-Mounted. Surface mount; 4in high; Split from combined title ""SCR-40 / BCR-40 / ECR-40"". | https://www.c-sgroup.com/product/crash-rails/scrbcr-ecr-40",Surface-Mounted,,,USD,EA
Construction Specialties,CS-SCR-40M,Crash Rail,10 26 00,"SCR Crash Rails SCR-40M. Profile height 4"". Mounting Surface-Mounted. SCR-40 modified / accent reveal. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/crash-rails/scrbcr-ecr-40",Surface-Mounted,,,USD,EA
Construction Specialties,CS-SCR-48,Crash Rail,10 26 00,"Construction Specialties Acrovyn Crash Rail SCR-48. Profile height 6"". Mounting Surface-Mounted. 6in high surface mount; Split from combined title ""SCR-48 / BCR-48 / ECR-48"". | https://www.c-sgroup.com/product/crash-rails/scrbcr-ecr-48",Surface-Mounted,,,USD,EA
Construction Specialties,CS-SCR-48M,Crash Rail,10 26 00,Construction Specialties Crash Rail SCR-48M. Mounting Surface-Mounted. Extracted from product/CAD page; verify before CM_Deploy create (gap vs existing). | https://www.c-sgroup.com/product/crash-rails/scrbcr-ecr-48,Surface-Mounted,,,USD,EA
Construction Specialties,CS-SCR-48N,Crash Rail,10 26 00,"SCR Crash Rails SCR-48N. Profile height 6"". Mounting Surface-Mounted. SCR-48N (guide SCR_48N). Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/crash-rails/scrbcr-ecr-48",Surface-Mounted,,,USD,EA
Construction Specialties,CS-SCR-50,Crash Rail,10 26 00,"Construction Specialties Crash Rail SCR-50. Mounting Surface-Mounted. split from combined listing ""SCR/BCR-50""; Split from combined title ""SCR-50 / BCR-50"". | https://www.c-sgroup.com/product/crash-rails/scrbcr-50",Surface-Mounted,,,USD,EA
Construction Specialties,CS-SCR-50M,Crash Rail,10 26 00,Construction Specialties Crash Rail SCR-50M. Mounting Surface-Mounted. Extracted from product/CAD page; verify before CM_Deploy create (gap vs existing). | https://www.c-sgroup.com/product/crash-rails/scrbcr-50,Surface-Mounted,,,USD,EA
Construction Specialties,CS-SCR-64,Crash Rail,10 26 00,"Construction Specialties Acrovyn Crash Rail SCR-64. Profile height 8"". Mounting Surface-Mounted. 8in high surface mount; Split from combined title ""SCR-64 / BCR-64 / ECR-64"". | https://www.c-sgroup.com/product/crash-rails/scrbcr-ecr-64",Surface-Mounted,,,USD,EA
Construction Specialties,CS-SCR-64M,Crash Rail,10 26 00,"SCR Crash Rails SCR-64M. Profile height 8"". Mounting Surface-Mounted. SCR-64M modified. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/crash-rails/scrbcr-ecr-64",Surface-Mounted,,,USD,EA
Construction Specialties,CS-SCR-80,Crash Rail,10 26 00,"Construction Specialties Crash Rail SCR-80. Mounting Surface-Mounted. Split from combined title ""SCR-80 / BCR-80"". | https://www.c-sgroup.com/product/crash-rails/scrbcr-80",Surface-Mounted,,,USD,EA
Construction Specialties,CS-SCR-80M,Crash Rail,10 26 00,Construction Specialties Crash Rail SCR-80M. Mounting Surface-Mounted. Extracted from product/CAD page; verify before CM_Deploy create (gap vs existing). | https://www.c-sgroup.com/product/crash-rails/scrbcr-80,Surface-Mounted,,,USD,EA
Construction Specialties,CS-SCR-80MN,Crash Rail,10 26 00,"SCR Crash Rails SCR-80MN. Profile height 8"". Mounting Surface-Mounted. SCR-80MN (guide SCR-80MN). Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/crash-rails/scrbcr-80",Surface-Mounted,,,USD,EA
Construction Specialties,CS-ECR-20,Crash Rail,10 26 00,"Stainless Crash Rails ECR-20. Profile height 2"". Mounting Extended. Stainless ECR-20 base (guide). Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/crash-rails/ecr-20s",Extended,,,USD,EA
Construction Specialties,CS-ECR-32,Crash Rail,10 26 00,"Stainless Crash Rails ECR-32. Profile height 4"". Mounting Extended. Stainless ECR-32 base. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/crash-rails/ecr-32a-series",Extended,,,USD,EA
Construction Specialties,CS-ECR-32AA,Crash Rail,10 26 00,"Stainless Crash Rails ECR-32AA. Profile height 4"". Mounting Extended. ECR-32 aluminum bracket option. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/crash-rails/ecr-32a-series",Extended,,,USD,EA
Construction Specialties,CS-ECR-60,Crash Rail,10 26 00,"Stainless Crash Rails ECR-60. Profile height 6"". Mounting Extended. Stainless ECR-60 base. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/crash-rails/ecr-60s-series",Extended,,,USD,EA
Construction Specialties,CS-ECR-60AA,Crash Rail,10 26 00,"Stainless Crash Rails ECR-60AA. Profile height 6"". Mounting Extended. ECR-60 aluminum bracket option. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/crash-rails/ecr-60a-series",Extended,,,USD,EA
Construction Specialties,CS-FR-260V,Dimensional Molding,10 26 00,Construction Specialties Acrovyn Dimensional Molding FR-260V | https://www.c-sgroup.com/product/wall-covering/dimensional-moldings,,,,USD,EA
Construction Specialties,CS-FR-451,Dimensional Molding,10 26 00,Construction Specialties Acrovyn Dimensional Molding FR-451. model page from c-sgroup product family/sitemap; dimensional molding model | https://www.c-sgroup.com/product/wall-covering/dimensional-moldings,,,,USD,EA
Construction Specialties,CS-FR-251,Dimensional Molding,10 26 00,Construction Specialties Acrovyn Dimensional Molding FR-251. Dimensional moldings system; model page from c-sgroup product family/sitemap; dimensional molding model | https://www.c-sgroup.com/product/wall-covering/dimensional-moldings,,,,USD,EA
Construction Specialties,CS-FR-252,Dimensional Molding,10 26 00,Construction Specialties Colonial Rail FR-252. model page from c-sgroup product family/sitemap; dimensional molding model | https://www.c-sgroup.com/product/dimensional-moldings/fr-252,,,,USD,EA
Construction Specialties,CS-FR-253,Dimensional Molding,10 26 00,Construction Specialties Acrovyn Dimensional Molding FR-253. model page from c-sgroup product family/sitemap; dimensional molding model | https://www.c-sgroup.com/product/wall-covering/dimensional-moldings,,,,USD,EA
Construction Specialties,CS-FR-254,Dimensional Molding,10 26 00,Construction Specialties Acrovyn Dimensional Molding FR-254. model page from c-sgroup product family/sitemap; dimensional molding model | https://www.c-sgroup.com/product/wall-covering/dimensional-moldings,,,,USD,EA
Construction Specialties,CS-FR-255,Dimensional Molding,10 26 00,Construction Specialties Acrovyn Dimensional Molding FR-255. model page from c-sgroup product family/sitemap; dimensional molding model | https://www.c-sgroup.com/product/wall-covering/dimensional-moldings,,,,USD,EA
Construction Specialties,CS-FR-256,Dimensional Molding,10 26 00,Construction Specialties Acrovyn Dimensional Molding FR-256. model page from c-sgroup product family/sitemap; dimensional molding model | https://www.c-sgroup.com/product/wall-covering/dimensional-moldings,,,,USD,EA
Construction Specialties,CS-FR-257,Dimensional Molding,10 26 00,Construction Specialties Angle Rail FR-257. model page from c-sgroup product family/sitemap; dimensional molding model | https://www.c-sgroup.com/product/dimensional-moldings/fr-257,,,,USD,EA
Construction Specialties,CS-FR-258,Dimensional Molding,10 26 00,Construction Specialties Acrovyn Dimensional Molding FR-258. model page from c-sgroup product family/sitemap; dimensional molding model | https://www.c-sgroup.com/product/wall-covering/dimensional-moldings,,,,USD,EA
Construction Specialties,CS-FR-259,Dimensional Molding,10 26 00,Construction Specialties Acrovyn Dimensional Molding FR-259. model page from c-sgroup product family/sitemap; dimensional molding model | https://www.c-sgroup.com/product/wall-covering/dimensional-moldings,,,,USD,EA
Construction Specialties,CS-FR-260,Dimensional Molding,10 26 00,Construction Specialties Acrovyn Dimensional Molding FR-260. model page from c-sgroup product family/sitemap; dimensional molding model | https://www.c-sgroup.com/product/wall-covering/dimensional-moldings,,,,USD,EA
Construction Specialties,CS-DOOR-CLADDING,Door & Frame Protection,10 26 00,Construction Specialties Door Cladding (DOOR-CLADDING). normalized from marketing/URL slug for CM_Deploy discrete row | https://www.c-sgroup.com/product/door-and-frame-protection/door-cladding,,,,USD,EA
Construction Specialties,CS-DOOR-EDGE-PROTECTORS,Door & Frame Protection,10 26 00,Construction Specialties Door Edge Protectors (DOOR-EDGE-PROTECTORS). normalized from marketing/URL slug for CM_Deploy discrete row | https://www.c-sgroup.com/product/door-and-frame-protection/door-edge-protectors,,,,USD,EA
Construction Specialties,CS-DOOR-KNOB-LEVER-PROTECTORS,Door & Frame Protection,10 26 00,Construction Specialties Door Knob & Lever Protectors (DOOR-KNOB-LEVER-PROTECTORS). normalized from marketing/URL slug for CM_Deploy discrete row | https://www.c-sgroup.com/product/door-and-frame-protection/door-knob-and-lever-protectors,,,,USD,EA
Construction Specialties,CS-ELEVATOR-FRAME-GUARDS,Door & Frame Protection,10 26 00,Construction Specialties Elevator Frame Guards (ELEVATOR-FRAME-GUARDS). normalized from marketing/URL slug for CM_Deploy discrete row | https://www.c-sgroup.com/product/door-and-frame-protection/elevator-frame-guards,,,,USD,EA
Construction Specialties,CS-DOOR-CLADDING-.040-3-6x7,Door & Frame Protection,10 26 00,Acrovyn Door Cladding .040 3-6x7. Thickness .040. Panel size 3-6x7. Cut from 4x8/4x10 sheet; 90° edge; order 2 pcs for full door. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | Thickness: .040 | Panel size: 3-6x7 | https://www.c-sgroup.com/product/door-and-frame-protection/door-cladding,,,,USD,EA
